id,rowid,authors,title,journal,year,abstract,type,trait,measure,exp.methods,species,latin,taxa,Order,Family,strain,parasite.taxa,life.history.measured,setting,subset,Infection.type,migratory.leg2,ss,ss_infected,ss_healthy,slope,effect,stat,presented.p,adj.p,sig0.05,infection.measure,z,var.z,g,var.g,var.g1,function.,Effect.direction
41,57,"Latorre-Margalef, N; Gunnarsson, G; Munster, VJ; Fouchier, RAM; Osterhaus, ADME; Elmberg, J; Olsen, B; Wallensten, A; Haemig, PD; Fransson, T; Brudin, L; Waldenstrom, J",Effects of influenza A virus infection on migrating mallard ducks,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,"The natural reservoir of influenza A virus is waterfowl, particularly dabbling ducks (genus Anas). Although it has long been assumed that waterfowl are asymptomatic carriers of the virus, a recent study found that low-pathogenic avian influenza (LPAI) infection in Bewick's swans (Cygnus columbianus bewickii) negatively affected stopover time, body mass and feeding behaviour. In the present study, we investigated whether LPAI infection incurred ecological or physiological costs to migratory mallards (Anas platyrhynchos) in terms of body mass loss and staging time, and whether such costs could influence the likelihood for long-distance dispersal of the avian influenza virus by individual ducks. During the autumn migrations of 2002-2007, we collected faecal samples (n = 10 918) and biometric data from mallards captured and banded at Ottenby, a major staging site in a flyway connecting breeding and wintering areas of European waterfowl. Body mass was significantly lower in infected ducks than in uninfected ducks (mean difference almost 20 g over all groups), and the amount of virus shed by infected juveniles was negatively correlated with body mass. There was no general effect of infection on staging time, except for juveniles in September, in which birds that shed fewer viruses stayed shorter than birds that shed more viruses. LPAI infection did not affect speed or distance of subsequent migration. The data from recaptured individuals showed that the maximum duration of infection was on average 8.3 days (s.e. 0.5), with a mean minimum duration of virus shedding of only 3.1 days (s.e. 0.1). Shedding time decreased during the season, suggesting that mallards acquire transient immunity for LPAI infection. In conclusion, deteriorated body mass following infection was detected, but it remains to be seen whether this has more long-term fitness effects. The short virus shedding time suggests that individual mallards are less likely to spread the virus at continental or intercontinental scales.",O,Condition,Condition index,na,Mallard,Anas platyrhynchos,Bird,Anseriformes,Anatidae,LPAIV,Virus,Migration,Field,all,Single,N,3389,441,2948,-12.5,6.37,F,0.01,0.01,1,Infection status,-0.05,0.005,-0.14,0.0026,0.01,"mes(1082.9,1065,128.7,104.9,2948,440)",Negative
41,58,"Latorre-Margalef, N; Gunnarsson, G; Munster, VJ; Fouchier, RAM; Osterhaus, ADME; Elmberg, J; Olsen, B; Wallensten, A; Haemig, PD; Fransson, T; Brudin, L; Waldenstrom, J",Effects of influenza A virus infection on migrating mallard ducks,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,"The natural reservoir of influenza A virus is waterfowl, particularly dabbling ducks (genus Anas). Although it has long been assumed that waterfowl are asymptomatic carriers of the virus, a recent study found that low-pathogenic avian influenza (LPAI) infection in Bewick's swans (Cygnus columbianus bewickii) negatively affected stopover time, body mass and feeding behaviour. In the present study, we investigated whether LPAI infection incurred ecological or physiological costs to migratory mallards (Anas platyrhynchos) in terms of body mass loss and staging time, and whether such costs could influence the likelihood for long-distance dispersal of the avian influenza virus by individual ducks. During the autumn migrations of 2002-2007, we collected faecal samples (n = 10 918) and biometric data from mallards captured and banded at Ottenby, a major staging site in a flyway connecting breeding and wintering areas of European waterfowl. Body mass was significantly lower in infected ducks than in uninfected ducks (mean difference almost 20 g over all groups), and the amount of virus shed by infected juveniles was negatively correlated with body mass. There was no general effect of infection on staging time, except for juveniles in September, in which birds that shed fewer viruses stayed shorter than birds that shed more viruses. LPAI infection did not affect speed or distance of subsequent migration. The data from recaptured individuals showed that the maximum duration of infection was on average 8.3 days (s.e. 0.5), with a mean minimum duration of virus shedding of only 3.1 days (s.e. 0.1). Shedding time decreased during the season, suggesting that mallards acquire transient immunity for LPAI infection. In conclusion, deteriorated body mass following infection was detected, but it remains to be seen whether this has more long-term fitness effects. The short virus shedding time suggests that individual mallards are less likely to spread the virus at continental or intercontinental scales.",O,Condition,Condition index,na,Mallard,Anas platyrhynchos,Bird,Anseriformes,Anatidae,LPAIV,Virus,Migration,Field,Juveniles,Single,N,186,na,na,9.7,0.03,r,Not presented,0.05,1,Intensity,-0.03,0.01,NA,NA,NA,"res(0.03,,186)",Negative
41,60,"Latorre-Margalef, N; Gunnarsson, G; Munster, VJ; Fouchier, RAM; Osterhaus, ADME; Elmberg, J; Olsen, B; Wallensten, A; Haemig, PD; Fransson, T; Brudin, L; Waldenstrom, J",Effects of influenza A virus infection on migrating mallard ducks,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,"The natural reservoir of influenza A virus is waterfowl, particularly dabbling ducks (genus Anas). Although it has long been assumed that waterfowl are asymptomatic carriers of the virus, a recent study found that low-pathogenic avian influenza (LPAI) infection in Bewick's swans (Cygnus columbianus bewickii) negatively affected stopover time, body mass and feeding behaviour. In the present study, we investigated whether LPAI infection incurred ecological or physiological costs to migratory mallards (Anas platyrhynchos) in terms of body mass loss and staging time, and whether such costs could influence the likelihood for long-distance dispersal of the avian influenza virus by individual ducks. During the autumn migrations of 2002-2007, we collected faecal samples (n = 10 918) and biometric data from mallards captured and banded at Ottenby, a major staging site in a flyway connecting breeding and wintering areas of European waterfowl. Body mass was significantly lower in infected ducks than in uninfected ducks (mean difference almost 20 g over all groups), and the amount of virus shed by infected juveniles was negatively correlated with body mass. There was no general effect of infection on staging time, except for juveniles in September, in which birds that shed fewer viruses stayed shorter than birds that shed more viruses. LPAI infection did not affect speed or distance of subsequent migration. The data from recaptured individuals showed that the maximum duration of infection was on average 8.3 days (s.e. 0.5), with a mean minimum duration of virus shedding of only 3.1 days (s.e. 0.1). Shedding time decreased during the season, suggesting that mallards acquire transient immunity for LPAI infection. In conclusion, deteriorated body mass following infection was detected, but it remains to be seen whether this has more long-term fitness effects. The short virus shedding time suggests that individual mallards are less likely to spread the virus at continental or intercontinental scales.",O,Movement,Distance travelled,na,Mallard,Anas platyrhynchos,Bird,Anseriformes,Anatidae,LPAIV,Virus,Migration,Field,all,Single,N,48,12,36,Not presented,0.44,Z,>0.05,0.66,0,Infection status,0.06,0.02,0.15,0.11,0.11,"pes(0.66,12,36)",Positive
41,61,"Latorre-Margalef, N; Gunnarsson, G; Munster, VJ; Fouchier, RAM; Osterhaus, ADME; Elmberg, J; Olsen, B; Wallensten, A; Haemig, PD; Fransson, T; Brudin, L; Waldenstrom, J",Effects of influenza A virus infection on migrating mallard ducks,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,"The natural reservoir of influenza A virus is waterfowl, particularly dabbling ducks (genus Anas). Although it has long been assumed that waterfowl are asymptomatic carriers of the virus, a recent study found that low-pathogenic avian influenza (LPAI) infection in Bewick's swans (Cygnus columbianus bewickii) negatively affected stopover time, body mass and feeding behaviour. In the present study, we investigated whether LPAI infection incurred ecological or physiological costs to migratory mallards (Anas platyrhynchos) in terms of body mass loss and staging time, and whether such costs could influence the likelihood for long-distance dispersal of the avian influenza virus by individual ducks. During the autumn migrations of 2002-2007, we collected faecal samples (n = 10 918) and biometric data from mallards captured and banded at Ottenby, a major staging site in a flyway connecting breeding and wintering areas of European waterfowl. Body mass was significantly lower in infected ducks than in uninfected ducks (mean difference almost 20 g over all groups), and the amount of virus shed by infected juveniles was negatively correlated with body mass. There was no general effect of infection on staging time, except for juveniles in September, in which birds that shed fewer viruses stayed shorter than birds that shed more viruses. LPAI infection did not affect speed or distance of subsequent migration. The data from recaptured individuals showed that the maximum duration of infection was on average 8.3 days (s.e. 0.5), with a mean minimum duration of virus shedding of only 3.1 days (s.e. 0.1). Shedding time decreased during the season, suggesting that mallards acquire transient immunity for LPAI infection. In conclusion, deteriorated body mass following infection was detected, but it remains to be seen whether this has more long-term fitness effects. The short virus shedding time suggests that individual mallards are less likely to spread the virus at continental or intercontinental scales.",O,Movement,Speed,na,Mallard,Anas platyrhynchos,Bird,Anseriformes,Anatidae,LPAIV,Virus,Migration,Field,all,Single,N,48,12,36,Not presented,-0.62,Z,>0.05,0.53,0,Infection status,-0.09,0.02,-0.21,0.11,0.11,"pes(0.53,12,36)",Negative
15,26,"Lopez, G; Munoz, J; Soriguer, R; Figuerola, J",Increased Endoparasite Infection in Late-Arriving Individuals of a Trans-Saharan Passerine Migrant Bird,PLOS ONE,2013,"Earlier migration in males than in females is the commonest pattern in migrating passerines and is positively related to size dimorphism and dichromatism. The early arrival of males is a costly trait that may confer reproductive advantages in terms of better territories and/or mates. Given the physiological cost of migration, early migrants are those in best condition and accordingly the prevalence, load, and/or diversity of parasites is expected to increase in both sexes for late migrants. To test this hypothesis, we sampled 187 trans-Saharan migrant garden warblers Sylvia borin and 64 resident serins Serinus serinus (as a control for potential circannual patterns in parasite load) during spring migration in Spain. We assessed the prevalence of blood parasites (Haemoproteus, Plasmodium, and Leucocytozoon) and the prevalence and load of intestinal parasites (mainly coccidians and spirurids). The relationship between parasite (prevalence, load, and richness) and the timing of passage through a stopover area was tested using generalized linear models. Protandry occurs in the monomorphic garden warbler and males migrated on average 5.5 days before females. Intestinal parasite richness increased with the date of migration. The timing of migration was unrelated to the presence or load of the other parasite groups analyzed. Our results support the idea that the timing of migration is a condition-dependent trait and suggests that multiple intestinal parasite infestations could delay migration in birds. Even in monomorphic species parasites may play a role in sexual selection by delaying the arrival of the most infected individuals at breeding grounds, thereby further increasing the benefits of mating with early-arriving individuals.",O,Phenology,Stop-over arrival,na,Garden warbler,Sylvia borin,Bird,Passeriformes,Sylviidae,Leucocytozoon,Protozoa,Migration,Field,all,Single,Y,187,27,160,Not presented,1.18,F,0.28,0.28,0,Infection status,-0.08,0.01,-0.22,0.04,0.04,"pes(0.28,27,160)",Negative
15,27,"Lopez, G; Munoz, J; Soriguer, R; Figuerola, J",Increased Endoparasite Infection in Late-Arriving Individuals of a Trans-Saharan Passerine Migrant Bird,PLOS ONE,2013,"Earlier migration in males than in females is the commonest pattern in migrating passerines and is positively related to size dimorphism and dichromatism. The early arrival of males is a costly trait that may confer reproductive advantages in terms of better territories and/or mates. Given the physiological cost of migration, early migrants are those in best condition and accordingly the prevalence, load, and/or diversity of parasites is expected to increase in both sexes for late migrants. To test this hypothesis, we sampled 187 trans-Saharan migrant garden warblers Sylvia borin and 64 resident serins Serinus serinus (as a control for potential circannual patterns in parasite load) during spring migration in Spain. We assessed the prevalence of blood parasites (Haemoproteus, Plasmodium, and Leucocytozoon) and the prevalence and load of intestinal parasites (mainly coccidians and spirurids). The relationship between parasite (prevalence, load, and richness) and the timing of passage through a stopover area was tested using generalized linear models. Protandry occurs in the monomorphic garden warbler and males migrated on average 5.5 days before females. Intestinal parasite richness increased with the date of migration. The timing of migration was unrelated to the presence or load of the other parasite groups analyzed. Our results support the idea that the timing of migration is a condition-dependent trait and suggests that multiple intestinal parasite infestations could delay migration in birds. Even in monomorphic species parasites may play a role in sexual selection by delaying the arrival of the most infected individuals at breeding grounds, thereby further increasing the benefits of mating with early-arriving individuals.",O,Phenology,Stop-over arrival,na,Garden warbler,Sylvia borin,Bird,Passeriformes,Sylviidae,Haemoproteus ,Protozoa,Migration,Field,all,Single,Y,187,85,102,Not presented,0.04,F,0.85,0.85,0,Infection status,-0.01,0.01,-0.03,0.02,0.02,"pes(0.85,85,102)",Negative
15,28,"Lopez, G; Munoz, J; Soriguer, R; Figuerola, J",Increased Endoparasite Infection in Late-Arriving Individuals of a Trans-Saharan Passerine Migrant Bird,PLOS ONE,2013,"Earlier migration in males than in females is the commonest pattern in migrating passerines and is positively related to size dimorphism and dichromatism. The early arrival of males is a costly trait that may confer reproductive advantages in terms of better territories and/or mates. Given the physiological cost of migration, early migrants are those in best condition and accordingly the prevalence, load, and/or diversity of parasites is expected to increase in both sexes for late migrants. To test this hypothesis, we sampled 187 trans-Saharan migrant garden warblers Sylvia borin and 64 resident serins Serinus serinus (as a control for potential circannual patterns in parasite load) during spring migration in Spain. We assessed the prevalence of blood parasites (Haemoproteus, Plasmodium, and Leucocytozoon) and the prevalence and load of intestinal parasites (mainly coccidians and spirurids). The relationship between parasite (prevalence, load, and richness) and the timing of passage through a stopover area was tested using generalized linear models. Protandry occurs in the monomorphic garden warbler and males migrated on average 5.5 days before females. Intestinal parasite richness increased with the date of migration. The timing of migration was unrelated to the presence or load of the other parasite groups analyzed. Our results support the idea that the timing of migration is a condition-dependent trait and suggests that multiple intestinal parasite infestations could delay migration in birds. Even in monomorphic species parasites may play a role in sexual selection by delaying the arrival of the most infected individuals at breeding grounds, thereby further increasing the benefits of mating with early-arriving individuals.",O,Phenology,Stop-over arrival,na,Garden warbler,Sylvia borin,Bird,Passeriformes,Sylviidae,Plasmodium,Protozoa,Migration,Field,all,Single,Y,187,30,157,Not presented,1.27,F,0.26,0.26,0,Infection status,-0.08,0.01,-0.22,0.04,0.04,"pes(0.26,30,157)",Negative
30,35,"Mages, PA; Dill, LM",The effect of sea lice (Lepeophtheirus salmonis) on juvenile pink salmon (Oncorhynchus gorbuscha) swimming endurance,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2010,"The swimming endurance of naturally and experimentally infected juvenile pink salmon ( Oncorhynchus gorbuscha) was measured to determine the effects of sea lice (Lepeophtheirus salmonis). Salmon naturally infected with adult male and preadult stage lice did not appear to have a reduced swim performance, but when experimentally infected with adult female lice, juvenile salmon showed a reduced ability to swim compared with uninfected control fish, and this effect increased with lice load. A reduced swimming endurance is not only likely to influence predation risk for salmon, but may have other ecological implications, such as slower seaward migration.",E,Movement,Endurance,Parasite addition,Pink salmon,Oncorhynchus gorbuscha,Fish,Salmoniformes,Salmonidae,L. salmonis,Mites,Lab,Lab,all,Single,N,54,na,na,-11.17,Not presented,Beta,0.01,0.01,1,Intensity,-0.36,0.02,NA,NA,NA,"pes(0.01,27,27)",Negative
77,125,"Marzal, A; Bensch, S; Reviriego, M; Balbontin, J; de Lope, F",Effects of malaria double infection in birds: one plus one is not two,JOURNAL OF EVOLUTIONARY BIOLOGY,2008,"Avian malaria parasites are supposed to exert negative effects on host fitness because these intracellular parasites affect host metabolism. Recent advances in molecular genotyping and microscopy have revealed that coinfections with multiple parasites are frequent in bird-malaria parasite systems. However, studies of the fitness consequences of such double infections are scarce and inconclusive. We tested if the infection with two malaria parasite lineages has more negative effects than single infection using 6 years of data from a natural population of house martins. Survival was negatively affected by both types of infections. We found an additive cost from single to double infection in body condition, but not in reproductive parameters (double-infected had higher reproductive success). These results demonstrate that malaria infections decrease survival, but also have different consequences on the breeding performance of single- and double-infected wild birds.",O,Survival,Annual survival,na,House martin,Delichon urbica,Bird,Passeriformes,Hirundinidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,112,80,32,Not presented,6.2,W,0.046,0.046,1,Infection status,-0.19,0.01,-0.42,0.04,0.04,"pes(0.046,32,80)",Negative
77,126,"Marzal, A; Bensch, S; Reviriego, M; Balbontin, J; de Lope, F",Effects of malaria double infection in birds: one plus one is not two,JOURNAL OF EVOLUTIONARY BIOLOGY,2008,"Avian malaria parasites are supposed to exert negative effects on host fitness because these intracellular parasites affect host metabolism. Recent advances in molecular genotyping and microscopy have revealed that coinfections with multiple parasites are frequent in bird-malaria parasite systems. However, studies of the fitness consequences of such double infections are scarce and inconclusive. We tested if the infection with two malaria parasite lineages has more negative effects than single infection using 6 years of data from a natural population of house martins. Survival was negatively affected by both types of infections. We found an additive cost from single to double infection in body condition, but not in reproductive parameters (double-infected had higher reproductive success). These results demonstrate that malaria infections decrease survival, but also have different consequences on the breeding performance of single- and double-infected wild birds.",O,Condition,Body mass,na,House martin,Delichon urbica,Bird,Passeriformes,Hirundinidae,Haemoparasites,Protozoa,Breeding,Field,all,Multiple,Y,50,32,18,-0.359,-3.6,F,0.02,0.02,1,Infection status,-0.26,0.01,-0.63,0.07,0.07,"pes(0.02,62,18)",Negative
77,127,"Marzal, A; Bensch, S; Reviriego, M; Balbontin, J; de Lope, F",Effects of malaria double infection in birds: one plus one is not two,JOURNAL OF EVOLUTIONARY BIOLOGY,2008,"Avian malaria parasites are supposed to exert negative effects on host fitness because these intracellular parasites affect host metabolism. Recent advances in molecular genotyping and microscopy have revealed that coinfections with multiple parasites are frequent in bird-malaria parasite systems. However, studies of the fitness consequences of such double infections are scarce and inconclusive. We tested if the infection with two malaria parasite lineages has more negative effects than single infection using 6 years of data from a natural population of house martins. Survival was negatively affected by both types of infections. We found an additive cost from single to double infection in body condition, but not in reproductive parameters (double-infected had higher reproductive success). These results demonstrate that malaria infections decrease survival, but also have different consequences on the breeding performance of single- and double-infected wild birds.",O,Condition,Body mass,na,House martin,Delichon urbica,Bird,Passeriformes,Hirundinidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,80,62,18,-0.152,Not presented,F,Not significant,0.5,0,Infection status,NA,NA,NA,NA,NA,,Negative
19,31,"Maxted, AM; Porter, RR; Luttrell, MP; Goekjian, VH; Dey, AD; Kalasz, KS; Niles, LJ; Stallknecht, DE",Annual Survival of Ruddy Turnstones Is Not Affected by Natural Infection with Low Pathogenicity Avian Influenza Viruses,AVIAN DISEASES,2012,"The population of ruddy turnstones (Arenaria interpres morinella) that migrates through Delaware Bay has undergone severe declines in recent years, attributable to reduced availability of horseshoe crab (Limulus polyphemus) eggs at this critical spring migration stopover site. Concurrently, this population has experienced annual low pathogenicity avian influenza virus (AIV) epidemics at this same site. Using a prospective cohort study design with birds individually flagged during May-June 2006-2008, we evaluated resighting rates (a proxy for annual survival) between ATV-infected and uninfected birds at 1 yr after capture, testing, and measurement. Overall resighting rate was 46%, which varied by year and increased with relative mass of the bird when captured. Resighting rates were not different between AIV-infected and uninfected birds in any period. In multivariate analyses, infection status was also unrelated to resighting rate after controlling for year, day, state, sex, body size, mass index, or whether the bird was blood-sampled. Thus, apparent annual survival in ruddy turnstones was not reduced by AIV infection at this migratory stopover. However, it is unknown whether intestinal AIV infection might cause subtle reductions in weight gain which could negatively influence reproduction.",O,Survival,Annual survival,na,Ruddy Turnstone,Arenaria interpres morinella,Bird,Charadriiformes,Scolopacidae,LPAIV,Virus,Migration,Field,all,Single,N,1233,163,1070,Not presented,1.4,X2,0.24,0.24,0,Infection status,-0.03,0.005,-0.1,0.01,0.01,"pes(0.24,163,1070)",Negative
62,92,"Moller, AP; De Lope, F; Saino, N","Parasitism, immunity, and arrival date in a migratory bird, the barn swallow",ECOLOGY,2004,"Long-distance bird migration is expensive, and individuals in prime condition are therefore expected to arrive at the breeding grounds earlier than the average individual. in the population. We tested whether arrival date during spring migration was associated with low parasite burden and strong T-cell-dependent immune response in populations of the transequatorially migrating Barn Swallow Hirundo rustica from Denmark, Italy, and Spain. Male Barn Swallows with heavy infestations of the chewing louse Hirundoecus malleus L. arrived later than other males, whereas that was not the case for females. This negative relationship remained after controlling the relationship between parasite load and arrival for tail length. Infection with blood parasites of the species Haemoproteus prognei was associated with delayed arrival in the Spanish population, which was the only one with a high prevalence of blood parasites. High intensities of infestation with a commensal feather mite were associated with early arrival by females, but also by males when the independent, relationship between tail length and intensity of mite infestation was controlled statistically. Experimental manipulation of nest infestation with the hematophagous mite Ornithonyssus bursa Berlese affected the arrival date of adult,males, but not of females in the following year, with arrival date being inversely related to the experimental mite population size. Males with strong T-cell responses arrived earlier than males with weak responses, independent of their tail length in two of three populations, but there was no significant relationship in females. These findings are in accordance with predictions based on the hypothesis that bird migration is dependent on condition, with individuals in prime condition arriving early.",O,Phenology,Spring arrival,na,Barn swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Chewing lice,Mites,Breeding,Field,Females,Single,Y,159,na,na,Not presented,1.97,F,0.16,0.16,0,Intensity,0.11,0.01,NA,NA,NA,"pes(0.16,79.5,79.5)",Positive
62,93,"Moller, AP; De Lope, F; Saino, N","Parasitism, immunity, and arrival date in a migratory bird, the barn swallow",ECOLOGY,2004,"Long-distance bird migration is expensive, and individuals in prime condition are therefore expected to arrive at the breeding grounds earlier than the average individual. in the population. We tested whether arrival date during spring migration was associated with low parasite burden and strong T-cell-dependent immune response in populations of the transequatorially migrating Barn Swallow Hirundo rustica from Denmark, Italy, and Spain. Male Barn Swallows with heavy infestations of the chewing louse Hirundoecus malleus L. arrived later than other males, whereas that was not the case for females. This negative relationship remained after controlling the relationship between parasite load and arrival for tail length. Infection with blood parasites of the species Haemoproteus prognei was associated with delayed arrival in the Spanish population, which was the only one with a high prevalence of blood parasites. High intensities of infestation with a commensal feather mite were associated with early arrival by females, but also by males when the independent, relationship between tail length and intensity of mite infestation was controlled statistically. Experimental manipulation of nest infestation with the hematophagous mite Ornithonyssus bursa Berlese affected the arrival date of adult,males, but not of females in the following year, with arrival date being inversely related to the experimental mite population size. Males with strong T-cell responses arrived earlier than males with weak responses, independent of their tail length in two of three populations, but there was no significant relationship in females. These findings are in accordance with predictions based on the hypothesis that bird migration is dependent on condition, with individuals in prime condition arriving early.",O,Phenology,Spring arrival,na,Barn swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Feather mites,Mites,Breeding,Field,Males,Single,Y,117,na,na,Not presented,1.57,F,0.2,0.2,0,Intensity,0.12,0.01,NA,NA,NA,"pes(0.2,58.5,58.5)",Positive
62,95,"Moller, AP; De Lope, F; Saino, N","Parasitism, immunity, and arrival date in a migratory bird, the barn swallow",ECOLOGY,2004,"Long-distance bird migration is expensive, and individuals in prime condition are therefore expected to arrive at the breeding grounds earlier than the average individual. in the population. We tested whether arrival date during spring migration was associated with low parasite burden and strong T-cell-dependent immune response in populations of the transequatorially migrating Barn Swallow Hirundo rustica from Denmark, Italy, and Spain. Male Barn Swallows with heavy infestations of the chewing louse Hirundoecus malleus L. arrived later than other males, whereas that was not the case for females. This negative relationship remained after controlling the relationship between parasite load and arrival for tail length. Infection with blood parasites of the species Haemoproteus prognei was associated with delayed arrival in the Spanish population, which was the only one with a high prevalence of blood parasites. High intensities of infestation with a commensal feather mite were associated with early arrival by females, but also by males when the independent, relationship between tail length and intensity of mite infestation was controlled statistically. Experimental manipulation of nest infestation with the hematophagous mite Ornithonyssus bursa Berlese affected the arrival date of adult,males, but not of females in the following year, with arrival date being inversely related to the experimental mite population size. Males with strong T-cell responses arrived earlier than males with weak responses, independent of their tail length in two of three populations, but there was no significant relationship in females. These findings are in accordance with predictions based on the hypothesis that bird migration is dependent on condition, with individuals in prime condition arriving early.",O,Phenology,Spring arrival,na,Barn swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Chewing lice,Mites,Breeding,Field,Males,Single,Y,190,na,na,0.215,16.2,F,0.001,0.001,1,Intensity,-0.29,0.01,NA,NA,NA,"res(0.28,,190)",Negative
62,96,"Moller, AP; De Lope, F; Saino, N","Parasitism, immunity, and arrival date in a migratory bird, the barn swallow",ECOLOGY,2004,"Long-distance bird migration is expensive, and individuals in prime condition are therefore expected to arrive at the breeding grounds earlier than the average individual. in the population. We tested whether arrival date during spring migration was associated with low parasite burden and strong T-cell-dependent immune response in populations of the transequatorially migrating Barn Swallow Hirundo rustica from Denmark, Italy, and Spain. Male Barn Swallows with heavy infestations of the chewing louse Hirundoecus malleus L. arrived later than other males, whereas that was not the case for females. This negative relationship remained after controlling the relationship between parasite load and arrival for tail length. Infection with blood parasites of the species Haemoproteus prognei was associated with delayed arrival in the Spanish population, which was the only one with a high prevalence of blood parasites. High intensities of infestation with a commensal feather mite were associated with early arrival by females, but also by males when the independent, relationship between tail length and intensity of mite infestation was controlled statistically. Experimental manipulation of nest infestation with the hematophagous mite Ornithonyssus bursa Berlese affected the arrival date of adult,males, but not of females in the following year, with arrival date being inversely related to the experimental mite population size. Males with strong T-cell responses arrived earlier than males with weak responses, independent of their tail length in two of three populations, but there was no significant relationship in females. These findings are in accordance with predictions based on the hypothesis that bird migration is dependent on condition, with individuals in prime condition arriving early.",O,Phenology,Spring arrival,na,Barn swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Feather mites,Mites,Breeding,Field,Females,Single,Y,112,na,na,-0.026,12.3,F,0.0006,6.00E-04,1,Intensity,0.31,0.01,NA,NA,NA,"res(0.3,,112)",Positive
62,97,"Moller, AP; De Lope, F; Saino, N","Parasitism, immunity, and arrival date in a migratory bird, the barn swallow",ECOLOGY,2004,"Long-distance bird migration is expensive, and individuals in prime condition are therefore expected to arrive at the breeding grounds earlier than the average individual. in the population. We tested whether arrival date during spring migration was associated with low parasite burden and strong T-cell-dependent immune response in populations of the transequatorially migrating Barn Swallow Hirundo rustica from Denmark, Italy, and Spain. Male Barn Swallows with heavy infestations of the chewing louse Hirundoecus malleus L. arrived later than other males, whereas that was not the case for females. This negative relationship remained after controlling the relationship between parasite load and arrival for tail length. Infection with blood parasites of the species Haemoproteus prognei was associated with delayed arrival in the Spanish population, which was the only one with a high prevalence of blood parasites. High intensities of infestation with a commensal feather mite were associated with early arrival by females, but also by males when the independent, relationship between tail length and intensity of mite infestation was controlled statistically. Experimental manipulation of nest infestation with the hematophagous mite Ornithonyssus bursa Berlese affected the arrival date of adult,males, but not of females in the following year, with arrival date being inversely related to the experimental mite population size. Males with strong T-cell responses arrived earlier than males with weak responses, independent of their tail length in two of three populations, but there was no significant relationship in females. These findings are in accordance with predictions based on the hypothesis that bird migration is dependent on condition, with individuals in prime condition arriving early.",O,Phenology,Spring arrival,na,Barn swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Chewing lice,Mites,Breeding,Field,Males,Single,Y,283,na,na,0.32,22.5,F,0.001,0.001,1,Intensity,-0.28,0.005,NA,NA,NA,"res(0.27,,283)",Negative
62,98,"Moller, AP; De Lope, F; Saino, N","Parasitism, immunity, and arrival date in a migratory bird, the barn swallow",ECOLOGY,2004,"Long-distance bird migration is expensive, and individuals in prime condition are therefore expected to arrive at the breeding grounds earlier than the average individual. in the population. We tested whether arrival date during spring migration was associated with low parasite burden and strong T-cell-dependent immune response in populations of the transequatorially migrating Barn Swallow Hirundo rustica from Denmark, Italy, and Spain. Male Barn Swallows with heavy infestations of the chewing louse Hirundoecus malleus L. arrived later than other males, whereas that was not the case for females. This negative relationship remained after controlling the relationship between parasite load and arrival for tail length. Infection with blood parasites of the species Haemoproteus prognei was associated with delayed arrival in the Spanish population, which was the only one with a high prevalence of blood parasites. High intensities of infestation with a commensal feather mite were associated with early arrival by females, but also by males when the independent, relationship between tail length and intensity of mite infestation was controlled statistically. Experimental manipulation of nest infestation with the hematophagous mite Ornithonyssus bursa Berlese affected the arrival date of adult,males, but not of females in the following year, with arrival date being inversely related to the experimental mite population size. Males with strong T-cell responses arrived earlier than males with weak responses, independent of their tail length in two of three populations, but there was no significant relationship in females. These findings are in accordance with predictions based on the hypothesis that bird migration is dependent on condition, with individuals in prime condition arriving early.",O,Phenology,Spring arrival,na,Barn swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Feather mites,Mites,Breeding,Field,Males,Single,Y,283,na,na,-0.022,17.96,F,0.001,0.001,1,Intensity,0.24,0.005,NA,NA,NA,"res(0.24,,283)",Positive
